Time,Capacitance_Rate
0.019896507263183594,0.0
0.02425551414489746,0.0
0.02996039390563965,0.0
0.034131526947021484,0.0
0.034131526947021484,0.0
0.4048581123352051,1.8545767703962623
1.1507627964019775,-1.835308254420434
1.90449857711792,0.0
1.946631908416748,0.0
2.6549360752105713,0.0
2.6949217319488525,0.0
4.154331207275391,0.0
4.194496393203735,0.0
4.898655414581299,0.0
5.657458782196045,0.0
5.7084197998046875,0.0
6.40568208694458,0.0
6.445672988891602,0.0
7.158763647079468,0.0
7.209136962890625,0.0
7.912450551986694,12.346339101840494
8.658605337142944,12.495191799258969
9.40883731842041,-2.2940121321817135
10.157452583312988,4.898105971689498
10.907527208328247,13.706095323618001
11.661491394042969,10.132182915202366
12.418674230575562,12.90957031271404
13.162587642669678,9.653627298865175
13.915995121002197,12.678667782921721
14.669328212738037,1.9622772629400547
15.420021057128906,15.624509816271884
16.16165280342102,6.408099490362461
16.921682357788086,13.530168858248748
17.67200207710266,9.250757802499304
18.419960260391235,14.031897888657122
19.16938543319702,23.32767762537834
19.918598890304565,-3.8311003688899072
20.672640085220337,12.886911147981097
21.424244165420532,21.20078278466022
22.173024654388428,12.373135927731186
22.925419807434082,6.5678237276703015
23.676453590393066,19.959216907850184
24.424732446670532,12.511880861427432
25.172967672348022,22.060838214068234
25.930179834365845,21.096427187427715
26.67935609817505,12.536899655188135
27.426296949386597,22.55723468307255
28.17745351791382,9.634234203089465
28.93470597267151,15.569738937639817
29.677345752716064,30.810026570776504
30.43585467338562,-5.979701448535422
31.184475660324097,15.234646101345938
31.932488441467285,22.79644469654066
32.686259269714355,-3.41906378368204
33.43129801750183,31.917536225570878
34.1887891292572,63.258381353459164
34.94073486328125,4.754603458804912
35.68828511238098,4.794099795717965
36.44111466407776,0.0
37.1901216506958,-4.8274052034895805
37.93775725364685,9.679830092782122
38.689382791519165,-9.601094651640624
39.44717216491699,-4.754826380174769
40.194687366485596,4.72741607419101
40.94653677940369,-4.759152460152748
41.69337248802185,4.703897222032277
42.448981046676636,4.839568129261162
43.194737672805786,0.0
43.94719338417053,-4.818762870649835
44.69616985321045,0.0
45.446805000305176,4.7662923631288825
46.20402669906616,-9.624135630287665
46.94834756851196,4.743992672862725
47.697569847106934,4.771466430273924
48.453970432281494,-4.848772943223386
49.19831132888794,0.0
49.952157497406006,-4.765481168892022
50.69800138473511,-4.604134413205975
52.208399295806885,14.081141979791742
52.95467257499695,-4.719101676337925
53.70784664154053,0.0
54.4599187374115,4.77392325475772
55.20444369316101,4.804668985307751
55.95561718940735,0.0
56.70438027381897,-4.7972796535322155
57.45671081542969,4.775488434203917
58.21247434616089,-4.831474301924207
58.95948028564453,4.824901827083075
59.70750379562378,-9.468059680787434
60.464094400405884,4.724295492513625
61.21644043922424,-4.752975402003629
61.96424674987793,4.764518607881113
62.71024131774902,0.0
63.463366746902466,0.0
64.21957564353943,0.0
